emp_id,emp_no,emp_nm,dept_cd,dept_nm,job_grade,position_nm,role_type,hire_dt,resign_dt,yn_employed,emp_email
20756,A210035,김영자,D005,영업1팀,차장,파트장,business,2021-11-25,,Y,20756@company.com
20819,A180026,김춘자,D007,리스크관리팀,과장,일반,business,2018-05-16,,Y,20819@company.com
20827,A190038,박아름,D009,심사팀,대리,일반,business,2019-10-20,,Y,20827@company.com
20851,A150021,권정자,D006,영업2팀,사원,일반,business,2015-11-24,,Y,20851@company.com
20885,A210036,박정순,D010,준법감시팀,과장,일반,business,2021-11-18,2024-06-05,N,20885@company.com
20929,A180027,최영미,D008,경영지원팀,부장,팀장,business,2018-11-25,,Y,20929@company.com
20983,A230031,이상현,D005,영업1팀,대리,일반,business,2023-09-05,2024-09-15,N,20983@company.com
21029,A230032,김중수,D001,IT개발1팀,대리,일반,developer,2023-12-17,,Y,21029@company.com
21078,A210037,박경자,D008,경영지원팀,사원,일반,business,2021-08-21,,Y,21078@company.com
21118,A180028,윤영철,D002,IT개발2팀,사원,일반,developer,2018-01-31,,Y,21118@company.com
21146,A160025,구정남,D005,영업1팀,과장,일반,business,2016-07-31,,Y,21146@company.com
21149,A230033,오상호,D002,IT개발2팀,대리,일반,developer,2023-04-15,,Y,21149@company.com
21235,A230034,박성진,D014,트레이딩팀,대리,일반,business,2023-03-15,,Y,21235@company.com
21270,A170031,강정훈,D001,IT개발1팀,차장,파트장,developer,2017-06-13,2024-05-05,N,21270@company.com
21327,A180029,홍수민,D003,IT운영팀,부장,팀장,operator,2018-06-26,2022-03-22,N,21327@company.com
21436,A230035,송옥순,D006,영업2팀,차장,파트장,business,2023-03-08,,Y,21436@company.com
21457,A180030,이지민,D006,영업2팀,과장,일반,business,2018-09-21,,Y,21457@company.com
21506,A190039,강미정,D011,기획팀,대리,일반,business,2019-06-13,,Y,21506@company.com
21589,A210038,김미정,D011,기획팀,대리,일반,business,2021-03-04,,Y,21589@company.com
21609,A240025,권현주,D012,고객서비스팀,사원,일반,business,2024-05-06,,Y,21609@company.com
21641,A230036,안서영,D008,경영지원팀,대리,일반,business,2023-01-26,,Y,21641@company.com
21724,A240026,이현주,D002,IT개발2팀,차장,파트장,developer,2024-07-15,,Y,21724@company.com
21763,A160026,강지민,D005,영업1팀,대리,일반,business,2016-08-02,,Y,21763@company.com
21850,A170032,주수진,D002,IT개발2팀,차장,파트장,developer,2017-03-23,,Y,21850@company.com
21861,A200030,전승민,D009,심사팀,차장,파트장,business,2020-10-22,2022-07-21,N,21861@company.com
21894,A220034,윤재호,D014,트레이딩팀,차장,파트장,business,2022-04-08,2025-01-31,N,21894@company.com
21934,A200031,하정남,D009,심사팀,부장,팀장,business,2020-09-12,,Y,21934@company.com
21948,A150022,우옥순,D003,IT운영팀,과장,일반,operator,2015-08-28,,Y,21948@company.com
21954,A240027,이진우,D006,영업2팀,과장,일반,business,2024-06-06,,Y,21954@company.com
22098,A200032,이성민,D004,정보보안팀,부장,팀장,security,2020-02-16,,Y,22098@company.com
22108,A180031,백정호,D012,고객서비스팀,과장,일반,business,2018-09-16,,Y,22108@company.com
22130,A240028,홍지은,D003,IT운영팀,대리,일반,operator,2024-05-03,,Y,22130@company.com
22236,A170033,문정웅,D010,준법감시팀,사원,일반,business,2017-06-30,,Y,22236@company.com
22252,A220035,김동현,D002,IT개발2팀,과장,일반,developer,2022-05-25,,Y,22252@company.com
22403,A210039,김종수,D007,리스크관리팀,과장,일반,business,2021-12-01,,Y,22403@company.com
22418,A200033,박현숙,D002,IT개발2팀,과장,일반,developer,2020-05-26,,Y,22418@company.com
22423,A180032,김재호,D012,고객서비스팀,대리,일반,business,2018-02-25,2022-02-01,N,22423@company.com
22433,A210040,오은서,D012,고객서비스팀,차장,파트장,business,2021-05-16,2023-06-09,N,22433@company.com
22449,A230037,최민수,D010,준법감시팀,대리,일반,business,2023-07-26,,Y,22449@company.com
22455,A210041,이민수,D011,기획팀,사원,일반,business,2021-07-25,,Y,22455@company.com
22504,A160027,박지혜,D003,IT운영팀,사원,일반,operator,2016-10-14,,Y,22504@company.com
22535,A170034,곽정웅,D012,고객서비스팀,대리,일반,business,2017-10-11,,Y,22535@company.com
22608,A170035,김영순,D001,IT개발1팀,과장,일반,developer,2017-07-17,,Y,22608@company.com
22622,A170036,김정남,D001,IT개발1팀,대리,일반,developer,2017-10-09,,Y,22622@company.com
22793,A200034,이민수,D001,IT개발1팀,과장,일반,developer,2020-11-15,2024-01-06,N,22793@company.com
22964,A230038,이민지,D003,IT운영팀,사원,일반,operator,2023-03-02,,Y,22964@company.com
22969,A200035,문경자,D005,영업1팀,대리,일반,business,2020-02-19,2023-06-07,N,22969@company.com
23056,A180033,류서윤,D001,IT개발1팀,과장,일반,developer,2018-06-23,,Y,23056@company.com
23074,A230039,이재현,D012,고객서비스팀,차장,파트장,business,2023-07-07,2024-08-15,N,23074@company.com
23087,A190040,박은주,D001,IT개발1팀,과장,일반,developer,2019-04-12,,Y,23087@company.com
23096,A190041,이영희,D007,리스크관리팀,과장,일반,business,2019-07-25,,Y,23096@company.com
23141,A190042,김진우,D012,고객서비스팀,사원,일반,business,2019-01-24,,Y,23141@company.com
23145,A180034,윤준호,D004,정보보안팀,차장,파트장,security,2018-06-20,,Y,23145@company.com
23185,A150023,김하윤,D012,고객서비스팀,과장,일반,business,2015-09-23,,Y,23185@company.com
23193,A180035,김영미,D005,영업1팀,차장,파트장,business,2018-11-07,,Y,23193@company.com
23230,A150024,강민준,D013,자산운용팀,대리,일반,business,2015-03-13,,Y,23230@company.com
23306,A240029,우미숙,D011,기획팀,대리,일반,business,2024-11-09,,Y,23306@company.com
23316,A180036,조서윤,D010,준법감시팀,부장,팀장,business,2018-07-21,2022-04-29,N,23316@company.com
23317,A170037,박서영,D007,리스크관리팀,과장,일반,business,2017-06-03,,Y,23317@company.com
23338,A190043,오지훈,D003,IT운영팀,차장,파트장,operator,2019-09-17,,Y,23338@company.com
23382,A220036,이성호,D005,영업1팀,과장,일반,business,2022-09-30,,Y,23382@company.com
23470,A210042,안명자,D011,기획팀,대리,일반,business,2021-10-16,,Y,23470@company.com
23491,A160028,박중수,D004,정보보안팀,대리,일반,security,2016-01-09,,Y,23491@company.com
23510,A190044,최은지,D013,자산운용팀,사원,일반,business,2019-12-11,2024-11-16,N,23510@company.com
23737,A160029,김진우,D003,IT운영팀,과장,일반,operator,2016-08-01,,Y,23737@company.com
23746,A170038,신수빈,D007,리스크관리팀,과장,일반,business,2017-12-19,,Y,23746@company.com
23777,A240030,박선영,D002,IT개발2팀,과장,일반,developer,2024-11-01,,Y,23777@company.com
23824,A220037,조상현,D006,영업2팀,차장,파트장,business,2022-12-02,,Y,23824@company.com
23825,A210043,심병철,D009,심사팀,과장,일반,business,2021-10-24,,Y,23825@company.com
23833,A180037,이숙자,D001,IT개발1팀,과장,일반,developer,2018-01-27,,Y,23833@company.com
23848,A230040,이준호,D012,고객서비스팀,과장,일반,business,2023-03-29,,Y,23848@company.com
23861,A210044,김성진,D009,심사팀,차장,파트장,business,2021-11-14,,Y,23861@company.com
23865,A220038,황경숙,D008,경영지원팀,사원,일반,business,2022-07-14,,Y,23865@company.com
23879,A200036,이성호,D009,심사팀,대리,일반,business,2020-12-14,2023-02-21,N,23879@company.com
24014,A200037,배상철,D006,영업2팀,부장,팀장,business,2020-10-20,,Y,24014@company.com
24038,A240031,류영식,D001,IT개발1팀,사원,일반,developer,2024-02-26,,Y,24038@company.com
24083,A220039,전민준,D008,경영지원팀,대리,일반,business,2022-08-14,,Y,24083@company.com
24086,A190045,이현준,D009,심사팀,대리,일반,business,2019-03-19,,Y,24086@company.com
24124,A200038,이상현,D002,IT개발2팀,대리,일반,developer,2020-04-14,,Y,24124@company.com
24132,A210045,박영길,D007,리스크관리팀,부장,팀장,business,2021-11-10,,Y,24132@company.com
24239,A180038,이민서,D002,IT개발2팀,차장,파트장,developer,2018-02-01,,Y,24239@company.com
24246,A160030,곽지후,D006,영업2팀,대리,일반,business,2016-09-22,,Y,24246@company.com
24288,A210046,장성훈,D010,준법감시팀,부장,팀장,business,2021-06-16,,Y,24288@company.com
24299,A190046,이광수,D010,준법감시팀,과장,일반,business,2019-09-02,2022-10-23,N,24299@company.com
24355,A220040,김옥자,D005,영업1팀,부장,팀장,business,2022-06-10,,Y,24355@company.com
24358,A210047,박혜진,D013,자산운용팀,부장,팀장,business,2021-08-24,,Y,24358@company.com
24476,A180039,주은영,D001,IT개발1팀,과장,일반,developer,2018-06-25,,Y,24476@company.com
24478,A180040,김미숙,D012,고객서비스팀,차장,파트장,business,2018-12-13,,Y,24478@company.com
24488,A200039,심예진,D006,영업2팀,과장,일반,business,2020-12-14,2024-01-30,N,24488@company.com
24520,A160031,강성호,D013,자산운용팀,대리,일반,business,2016-12-20,2024-07-10,N,24520@company.com
24700,A170039,김시우,D011,기획팀,사원,일반,business,2017-09-05,,Y,24700@company.com
24719,A210048,전상호,D007,리스크관리팀,대리,일반,business,2021-05-07,,Y,24719@company.com
24794,A190047,김수빈,D013,자산운용팀,대리,일반,business,2019-06-02,2024-10-15,N,24794@company.com
24857,A170040,문지현,D009,심사팀,차장,파트장,business,2017-06-02,,Y,24857@company.com
24867,A220041,김성호,D008,경영지원팀,대리,일반,business,2022-12-27,,Y,24867@company.com
24909,A240032,허경수,D011,기획팀,과장,일반,business,2024-12-26,,Y,24909@company.com
24982,A230041,한준영,D008,경영지원팀,대리,일반,business,2023-09-03,,Y,24982@company.com
25017,A200040,박민준,D006,영업2팀,대리,일반,business,2020-05-20,,Y,25017@company.com
25035,A220042,이우진,D014,트레이딩팀,과장,일반,business,2022-10-21,,Y,25035@company.com
25054,A190048,최지혜,D005,영업1팀,차장,파트장,business,2019-07-14,,Y,25054@company.com
25083,A160032,이주원,D006,영업2팀,차장,파트장,business,2016-07-21,,Y,25083@company.com
25147,A180041,문광수,D001,IT개발1팀,대리,일반,developer,2018-03-16,,Y,25147@company.com
25159,A210049,지광수,D007,리스크관리팀,부장,팀장,business,2021-05-28,2023-08-24,N,25159@company.com
25236,A200041,이상현,D006,영업2팀,대리,일반,business,2020-02-10,,Y,25236@company.com
25303,A160033,한영철,D014,트레이딩팀,과장,일반,business,2016-08-14,,Y,25303@company.com
25337,A150025,고민재,D001,IT개발1팀,대리,일반,developer,2015-09-03,,Y,25337@company.com
25423,A200042,김재호,D013,자산운용팀,대리,일반,business,2020-10-02,2024-01-30,N,25423@company.com
25488,A170041,김민준,D008,경영지원팀,과장,일반,business,2017-10-15,,Y,25488@company.com
25498,A210050,성순자,D006,영업2팀,사원,일반,business,2021-03-12,2023-06-26,N,25498@company.com
25505,A210051,권지민,D006,영업2팀,대리,일반,business,2021-10-28,,Y,25505@company.com
25574,A190049,고상현,D003,IT운영팀,과장,일반,operator,2019-01-26,,Y,25574@company.com
25623,A190050,박수민,D001,IT개발1팀,대리,일반,developer,2019-09-29,,Y,25623@company.com
25773,A230042,김미경,D012,고객서비스팀,사원,일반,business,2023-04-30,,Y,25773@company.com
25906,A200043,김성훈,D007,리스크관리팀,대리,일반,business,2020-07-30,,Y,25906@company.com
25913,A220043,최은정,D008,경영지원팀,사원,일반,business,2022-08-30,,Y,25913@company.com
25924,A180042,박서연,D005,영업1팀,사원,일반,business,2018-03-12,,Y,25924@company.com
25947,A150026,김숙자,D006,영업2팀,부장,팀장,business,2015-10-09,,Y,25947@company.com
26008,A190051,조현주,D014,트레이딩팀,대리,일반,business,2019-03-22,,Y,26008@company.com
26010,A220044,최영일,D001,IT개발1팀,과장,일반,developer,2022-09-01,,Y,26010@company.com
26171,A170042,황정웅,D003,IT운영팀,차장,파트장,operator,2017-04-13,,Y,26171@company.com
26358,A230043,송정자,D010,준법감시팀,대리,일반,business,2023-05-28,2024-10-29,N,26358@company.com
26403,A210052,강지영,D002,IT개발2팀,사원,일반,developer,2021-11-27,,Y,26403@company.com
26477,A240033,박미정,D010,준법감시팀,과장,일반,business,2024-02-15,,Y,26477@company.com
26559,A240034,김예준,D014,트레이딩팀,과장,일반,business,2024-04-28,,Y,26559@company.com
26561,A170043,차경자,D004,정보보안팀,부장,팀장,security,2017-01-20,2023-06-20,N,26561@company.com
26576,A180043,박영순,D002,IT개발2팀,대리,일반,developer,2018-03-31,,Y,26576@company.com
26617,A230044,이민석,D002,IT개발2팀,부장,팀장,developer,2023-04-01,,Y,26617@company.com
26635,A190052,노하은,D001,IT개발1팀,부장,팀장,developer,2019-01-19,2023-01-26,N,26635@company.com
26640,A200044,박성진,D008,경영지원팀,차장,파트장,business,2020-07-22,,Y,26640@company.com
26692,A220045,박서준,D005,영업1팀,부장,팀장,business,2022-04-06,,Y,26692@company.com
26696,A240035,한경자,D005,영업1팀,차장,파트장,business,2024-05-28,,Y,26696@company.com
26750,A180044,최영식,D005,영업1팀,대리,일반,business,2018-01-05,,Y,26750@company.com
26758,A190053,김경수,D004,정보보안팀,사원,일반,security,2019-11-05,,Y,26758@company.com
26847,A230045,장상훈,D005,영업1팀,대리,일반,business,2023-06-21,,Y,26847@company.com
26890,A200045,김경희,D011,기획팀,과장,일반,business,2020-11-24,,Y,26890@company.com
26959,A190054,이동현,D001,IT개발1팀,차장,파트장,developer,2019-09-10,2023-01-21,N,26959@company.com
27036,A170044,최지혜,D007,리스크관리팀,차장,파트장,business,2017-03-10,,Y,27036@company.com
27130,A200046,박준서,D005,영업1팀,대리,일반,business,2020-08-27,,Y,27130@company.com
27290,A210053,최시우,D004,정보보안팀,대리,일반,security,2021-02-27,,Y,27290@company.com
27332,A210054,조상호,D009,심사팀,과장,일반,business,2021-08-23,,Y,27332@company.com
27338,A210055,안미정,D007,리스크관리팀,사원,일반,business,2021-04-06,,Y,27338@company.com
27378,A180045,김정남,D008,경영지원팀,차장,파트장,business,2018-06-22,2025-02-25,N,27378@company.com
27403,A220046,김은주,D014,트레이딩팀,과장,일반,business,2022-10-18,,Y,27403@company.com
27455,A180046,오준영,D011,기획팀,사원,일반,business,2018-04-09,,Y,27455@company.com
27502,A150027,김혜진,D005,영업1팀,차장,파트장,business,2015-11-24,2022-08-29,N,27502@company.com
27570,A230046,정준영,D009,심사팀,과장,일반,business,2023-08-07,,Y,27570@company.com
27571,A240036,김상철,D012,고객서비스팀,대리,일반,business,2024-02-14,,Y,27571@company.com
27573,A200047,홍경자,D004,정보보안팀,사원,일반,security,2020-02-18,2025-02-18,N,27573@company.com
27595,A220047,박민서,D014,트레이딩팀,과장,일반,business,2022-03-13,,Y,27595@company.com
27617,A180047,이서현,D004,정보보안팀,사원,일반,security,2018-05-08,,Y,27617@company.com
27643,A230047,이준서,D007,리스크관리팀,대리,일반,business,2023-07-16,,Y,27643@company.com
27661,A230048,곽아름,D014,트레이딩팀,부장,팀장,business,2023-05-17,,Y,27661@company.com
27669,A220048,안영환,D011,기획팀,과장,일반,business,2022-06-04,2024-07-31,N,27669@company.com
27671,A220049,한지후,D002,IT개발2팀,사원,일반,developer,2022-10-21,,Y,27671@company.com
27674,A180048,안미정,D007,리스크관리팀,대리,일반,business,2018-12-01,,Y,27674@company.com
27713,A160034,진은서,D008,경영지원팀,사원,일반,business,2016-04-30,,Y,27713@company.com
27766,A230049,박경수,D012,고객서비스팀,과장,일반,business,2023-03-02,,Y,27766@company.com
27800,A160035,이정수,D006,영업2팀,대리,일반,business,2016-03-22,,Y,27800@company.com
27856,A220050,강준호,D007,리스크관리팀,부장,팀장,business,2022-09-15,,Y,27856@company.com
27870,A230050,김도윤,D011,기획팀,차장,파트장,business,2023-12-27,,Y,27870@company.com
27877,A210056,황지아,D012,고객서비스팀,사원,일반,business,2021-12-20,,Y,27877@company.com
27954,A170045,배성훈,D009,심사팀,대리,일반,business,2017-06-01,,Y,27954@company.com
28015,A190055,최상호,D007,리스크관리팀,대리,일반,business,2019-04-24,,Y,28015@company.com
28033,A170046,박민석,D011,기획팀,과장,일반,business,2017-03-10,,Y,28033@company.com
28077,A240037,김지현,D005,영업1팀,차장,파트장,business,2024-08-20,,Y,28077@company.com
28089,A190056,김정수,D009,심사팀,대리,일반,business,2019-11-07,,Y,28089@company.com
28105,A180049,최준영,D008,경영지원팀,과장,일반,business,2018-12-26,,Y,28105@company.com
28128,A200048,임진호,D008,경영지원팀,차장,파트장,business,2020-08-29,,Y,28128@company.com
28150,A200049,이영길,D010,준법감시팀,차장,파트장,business,2020-12-06,2023-11-13,N,28150@company.com
28166,A230051,정혜진,D013,자산운용팀,과장,일반,business,2023-05-07,,Y,28166@company.com
28173,A190057,류은지,D012,고객서비스팀,차장,파트장,business,2019-11-02,2024-09-07,N,28173@company.com
28211,A180050,박성수,D002,IT개발2팀,과장,일반,developer,2018-02-11,,Y,28211@company.com
28250,A220051,차상철,D014,트레이딩팀,차장,파트장,business,2022-09-28,,Y,28250@company.com
28346,A200050,이영순,D002,IT개발2팀,부장,팀장,developer,2020-02-09,,Y,28346@company.com
28379,A180051,박민수,D012,고객서비스팀,사원,일반,business,2018-02-27,,Y,28379@company.com
28390,A220052,진예원,D004,정보보안팀,부장,팀장,security,2022-10-08,,Y,28390@company.com
28394,A200051,최정훈,D008,경영지원팀,과장,일반,business,2020-04-13,,Y,28394@company.com
28448,A170047,장정순,D001,IT개발1팀,사원,일반,developer,2017-03-18,,Y,28448@company.com
28521,A230052,전혜진,D007,리스크관리팀,대리,일반,business,2023-09-24,,Y,28521@company.com
28585,A210057,김서준,D008,경영지원팀,대리,일반,business,2021-12-15,,Y,28585@company.com
28591,A160036,윤영호,D014,트레이딩팀,과장,일반,business,2016-10-25,,Y,28591@company.com
28648,A200052,최진호,D012,고객서비스팀,대리,일반,business,2020-09-18,,Y,28648@company.com
28667,A160037,김건우,D003,IT운영팀,과장,일반,operator,2016-01-29,,Y,28667@company.com
28711,A240038,박정웅,D003,IT운영팀,대리,일반,operator,2024-09-19,,Y,28711@company.com
28881,A230053,박민서,D006,영업2팀,사원,일반,business,2023-10-16,,Y,28881@company.com
28893,A170048,박서현,D012,고객서비스팀,과장,일반,business,2017-08-25,,Y,28893@company.com
28918,A160038,박은서,D002,IT개발2팀,차장,파트장,developer,2016-06-06,2022-11-09,N,28918@company.com
28970,A190058,이하은,D014,트레이딩팀,대리,일반,business,2019-07-22,,Y,28970@company.com
28978,A240039,황예준,D011,기획팀,차장,파트장,business,2024-01-02,,Y,28978@company.com
29004,A150028,나순자,D013,자산운용팀,사원,일반,business,2015-10-24,,Y,29004@company.com
29024,A200053,황준서,D011,기획팀,대리,일반,business,2020-08-04,,Y,29024@company.com
29087,A180052,김은서,D013,자산운용팀,과장,일반,business,2018-02-02,,Y,29087@company.com
29121,A170049,송숙자,D001,IT개발1팀,부장,팀장,developer,2017-01-31,2023-11-07,N,29121@company.com
29125,A220053,이승현,D010,준법감시팀,부장,팀장,business,2022-02-05,,Y,29125@company.com
29142,A180053,이정호,D009,심사팀,사원,일반,business,2018-08-30,,Y,29142@company.com
29155,A230054,강정훈,D002,IT개발2팀,사원,일반,developer,2023-07-29,2025-02-18,N,29155@company.com
29277,A210058,조은지,D004,정보보안팀,차장,파트장,security,2021-03-11,,Y,29277@company.com
29282,A210059,강은서,D006,영업2팀,부장,팀장,business,2021-11-27,,Y,29282@company.com
29309,A150029,이영수,D007,리스크관리팀,부장,팀장,business,2015-07-11,,Y,29309@company.com
29349,A160039,오영자,D006,영업2팀,대리,일반,business,2016-07-14,2022-07-09,N,29349@company.com
29481,A200054,박지연,D010,준법감시팀,대리,일반,business,2020-07-12,,Y,29481@company.com
29498,A220054,이정훈,D011,기획팀,부장,팀장,business,2022-12-16,2025-03-28,N,29498@company.com
29526,A230055,손옥순,D003,IT운영팀,사원,일반,operator,2023-10-04,,Y,29526@company.com
29543,A190059,이민서,D008,경영지원팀,사원,일반,business,2019-06-28,2023-09-24,N,29543@company.com
29548,A180054,이병철,D009,심사팀,대리,일반,business,2018-10-03,,Y,29548@company.com
29626,A240040,윤하윤,D013,자산운용팀,차장,파트장,business,2024-03-06,,Y,29626@company.com
29726,A160040,박상훈,D006,영업2팀,차장,파트장,business,2016-04-24,2024-04-25,N,29726@company.com
29782,A200055,홍민준,D007,리스크관리팀,부장,팀장,business,2020-01-12,,Y,29782@company.com
29819,A180055,박유진,D001,IT개발1팀,과장,일반,developer,2018-08-26,,Y,29819@company.com
29864,A170050,이은주,D011,기획팀,대리,일반,business,2017-10-06,2024-05-03,N,29864@company.com
29876,A150030,구준호,D013,자산운용팀,차장,파트장,business,2015-07-14,,Y,29876@company.com
29879,A220055,김영숙,D009,심사팀,과장,일반,business,2022-05-07,,Y,29879@company.com
29954,A190060,강진우,D007,리스크관리팀,대리,일반,business,2019-03-21,,Y,29954@company.com
29960,A210060,양상훈,D004,정보보안팀,사원,일반,security,2021-02-27,,Y,29960@company.com
